-99.79853	66.34785
-98.6094	76.45879
-97.43515	239.93847
-96.26006	-95.14588
-95.07666	180.80551
-93.89307	81.68789
-92.70896	48.57101
-91.53472	171.08209
-90.34982	36.83678
-89.17564	141.57281
-88.01109	142.04918
-86.8176	-59.03251
-85.63975	21.10411
-84.44564	-25.64742
-83.25877	-4.3656
-82.08801	-19.17294
-80.92129	105.97208
-79.72316	137.75535
-78.54705	26.4859
-77.3789	154.51209
-76.18104	183.67119
-75.00857	-59.9313
-73.83946	146.32875
-72.65155	158.76987
-71.48572	112.87503
-70.29894	243.00681
-69.10336	236.14479
-67.92908	-37.06122
-66.7436	71.10016
-65.41126	7.17893
-64.22811	189.49038
-63.03874	58.60194
-61.86813	-28.82427
-60.67876	-7.06226
-59.5129	-44.56257
-58.34302	45.85509
-57.15816	-28.22458
-55.96171	344.59146
-54.76717	174.81776
-53.58683	-38.05438
-52.40947	145.93883
-51.2451	18.26589
-50.05308	93.65747
-48.8321	135.86642
-47.63547	-130.42772
-46.46485	170.17942
-45.28939	-14.2476
-44.11174	185.03322
-42.91987	18.5197
-41.71788	23.89651
-40.53703	67.50466
-39.36952	-158.83935
-38.2103	188.29076
-37.04563	170.18423
-35.87832	141.07241
-34.67032	102.90173
-33.4842	25.62915
-32.30319	343.15906
-31.11082	58.97482
-29.9317	120.22824
-28.75271	87.8544
-27.57124	82.09637
-26.39751	14.50226
-25.21624	238.93746
-24.05152	133.06477
-22.86787	-74.44226
-21.66001	67.74355
-20.48489	-128.43231
-19.29052	218.28442
-18.1077	171.70638
-16.94977	85.75402
-15.7633	-68.13437
-14.59558	-8.20949
-13.4433	28.12934
-12.27685	54.64571
-11.08497	-138.81366
-9.90424	33.27768
-8.72046	155.94915
-7.53397	15.92856
-6.36838	112.23393
-5.18351	-56.95888
-4.01237	116.21803
-2.83412	138.58832
-1.56213	452.78412
-0.36877	570.80657
0.81685	823.35373
2.10833	1020.28087
3.26334	1052.95728
4.44092	1159.81419
5.60032	1218.93058
6.77229	1337.55643
7.95069	1438.59157
9.57304	1429.29653
10.88338	1542.07861
12.53675	1714.30642
13.69489	1514.68418
14.89689	1784.25468
16.06076	1654.53674
17.23475	1779.8496
18.41461	1740.22009
19.59045	1773.37193
20.79805	1819.77299
21.97631	2040.52893
23.14871	1929.06771
24.53712	1923.87374
25.71241	1927.16673
26.88242	1905.97242
28.04817	1938.55785
29.2109	2023.22096
30.35672	1925.64746
31.51748	1963.45734
32.69303	1974.39934
33.90829	1990.92635
35.07537	2076.84549
36.2571	1871.45644
37.45423	2039.91165
39.15023	1949.54861
40.38485	2069.89989
41.68492	2024.714
42.88406	2082.3154
44.09355	2026.72573
45.28116	1988.14138
46.52764	2133.65493
47.7138	2153.29389
48.92214	2059.34512
50.13901	2135.14943
51.34841	2134.74082
52.61426	2143.69335
53.82074	2161.88719
55.02773	2160.95419
56.30185	2090.5578
57.52084	2220.22821
58.8252	2085.98093
60.01848	2130.94742
61.27272	2080.8695
62.46168	2176.08938
63.72783	2204.83048
64.91757	2202.71633
66.13706	2077.12727
67.35565	2256.23709
68.54392	2197.24168
69.76191	2168.74679
70.98038	2193.03248
72.17677	2071.84038
73.42552	2172.3639
74.64585	2308.25098
75.87333	2176.15012
77.06125	2051.47964
78.28036	2289.2747
79.54035	2281.34497
80.76322	2205.0455
82.0127	2367.24762
83.21458	2405.18917
84.44504	2270.64676
85.66056	2279.9291
86.88218	2252.68242
88.13441	2199.53178
89.34014	2306.55468
90.60614	2209.99927
91.80902	2305.72259
93.05053	2357.42134
94.27073	2197.26859
95.49063	2301.72683
96.72648	2232.22455
97.92084	2295.89215
99.24533	2328.37661
100.47222	2394.28368
101.7197	2291.66969
102.92171	2344.48602
104.18152	2270.65477
105.39994	2324.14207
106.63418	2275.39064
107.85718	2349.60758
109.09142	2338.97027
110.30966	2311.16786
111.5144	2317.47522
112.74314	2265.30556
113.94964	2390.47646
115.16063	2347.78495
116.42707	2329.18276
117.65949	2327.15186
118.92736	2366.00768
120.12682	2357.99057
121.35106	2305.03888
122.61668	2343.04686
123.8477	2365.77969
125.13654	2433.27794
126.35628	2279.86834
127.61368	2296.53019
128.81704	2391.88074
130.07377	2392.47381
131.3005	2395.2846
132.54272	2315.90616
133.76026	2470.57901
134.99125	2301.46124
136.25596	2388.755
137.48536	2370.2264
138.71745	2560.73191
139.94709	2318.55281
141.20295	2359.62018
142.39368	2291.83587
143.67169	2368.38977
144.86253	2357.37007
146.09331	2405.31141
147.32627	2259.89127
148.56027	2526.30169
149.80191	2292.81936
151.0209	2255.38727
152.25299	2417.3143
153.49848	2426.14945
154.70525	2418.98436
155.944	2314.44117
157.13808	2382.45238
158.33282	2390.03457
159.59182	2332.25972
160.82384	2376.69138
162.09441	2457.85271
163.28867	2407.38045
164.51157	2222.28613
165.75958	2363.21375
166.97143	2429.60683
168.25279	2359.91524
169.45028	2412.9238
170.70638	2309.15154
171.92849	2298.14627
173.16834	2437.22847
174.39598	2400.15849
175.62262	2437.26914
176.89574	2417.7339
178.12435	2437.58333
179.33995	2361.66468
180.53346	2307.1697
181.76309	2351.5016
182.98257	2473.988
184.21102	2447.75773
185.43715	2427.38207
186.6313	2515.37208
187.89574	2386.31876
189.08891	2396.49257
190.31714	2386.5198
191.54727	2360.88826
192.78186	2306.12887
194.02198	2413.489
195.25285	2442.59278
196.50936	2444.57085
197.7356	2410.83525
199.0181	2358.88209
200.23796	2409.39769
201.46796	2400.61528
202.70704	2420.63107
203.92706	2524.70923
205.17556	2392.97316
206.36956	2442.4154
207.60936	2443.72669
208.79989	2409.11507
210.00303	2439.08529
211.233	2403.81493
212.46711	2289.4686
213.71501	2441.08454
214.94362	2417.17408
216.20884	2502.82376
217.43508	2281.31743
218.67491	2432.78111
219.86984	2445.00999
221.10133	2417.93901
222.36017	2354.45961
223.5912	2481.85193
224.82906	2414.44287
226.0643	2384.61686
227.3213	2359.71776
228.53179	2405.65824
229.78575	2363.55164
231.01687	2399.64209
232.28927	2335.79486
233.48588	2300.59721
234.74169	2453.92828
235.95933	2300.87278
237.17823	2444.45076
238.44369	2318.92281
239.67293	2380.48012
240.92106	2370.76621
242.14957	2419.92064
243.39941	2396.15154
244.61779	2434.37931
245.87475	2432.4812
247.10729	2444.89008
248.37904	2394.24
249.574	2498.08772
250.80252	2386.86736
252.035	2403.13398
253.25675	2388.96792
254.51295	2397.96926
255.73311	2392.32629
257.00017	2398.07978
258.2201	2420.1026
