-313.85636	2128.06982
-313.10987	2178.32536
-312.36534	2154.89213
-311.6145	2223.62341
-310.8456	2182.56509
-310.09561	2199.00027
-309.34438	2259.71957
-308.60599	2124.9098
-307.86312	2147.48835
-307.12501	2115.60098
-306.38118	2131.46441
-305.63901	2172.78007
-304.89154	2198.62943
-304.1439	2178.46478
-303.40242	2153.75835
-302.65715	2137.24277
-301.90668	2142.38596
-301.16304	2245.37746
-300.40731	2219.85232
-299.67167	2156.3816
-298.92185	2209.79313
-298.18693	2148.3987
-297.43168	2030.71875
-296.68697	2202.21809
-295.93485	2200.43365
-295.20066	2092.25348
-294.46336	2150.0293
-293.68434	2228.06618
-292.92771	2156.09705
-292.17959	2180.47184
-291.42624	2132.99719
-290.6531	2145.92856
-289.90761	2168.40343
-289.14074	2141.8758
-288.38737	2169.08148
-287.62628	2095.39198
-286.87351	2185.43735
-286.11364	2087.80634
-285.35779	2208.40142
-284.59764	2112.78863
-283.8494	2151.22563
-283.0915	2122.37545
-282.35231	2198.93224
-281.60682	2136.6541
-280.85079	2113.65239
-280.10967	2054.32297
-279.35742	2126.11289
-278.60343	2223.3036
-277.85219	2220.16807
-277.08282	2233.24363
-276.33048	2152.63195
-275.56058	2260.10099
-274.80933	2187.92039
-274.03296	2074.12407
-273.28324	2172.13435
-272.53234	2072.56605
-271.79038	2229.5695
-271.04585	2049.74277
-270.29211	2191.08176
-269.53113	2125.56014
-268.79262	2196.33501
-268.04603	2174.4949
-267.29725	2059.69497
-266.55139	2320.48176
-265.80426	2162.18402
-265.05876	2196.11986
-264.30467	2179.55362
-263.56377	2119.76993
-262.80681	2126.2071
-262.06819	2122.7222
-261.32767	2229.21141
-260.5763	2133.11631
-259.83618	2177.66385
-259.09045	2102.06577
-258.33919	2140.36923
-257.59131	2154.58125
-256.84494	2249.95822
-256.08923	2240.54232
-255.34886	2256.68166
-254.60038	2190.46743
-253.85749	2248.98701
-253.10634	2210.84963
-252.36159	2164.05235
-251.60723	2103.25403
-250.86589	2068.08619
-250.11373	2165.97948
-249.37589	2294.28581
